"IT_DATETIME","DS_CODE","DS_NAME","DS_DESC","DS_LAT","DS_LON","DS_ALT","BGN.S","BGN.Q_S"
"20130101_240000_000000","752_N","Haamstede","Neerslagstation (8-8)","51.675694","3.711611","4.34","0","0"
"20130101_240000_000000","754_N","Ovezande","Neerslagstation (8-8)","51.425583","3.820194","1.1","0","0"
"20130101_240000_000000","755_N","Kortgene","Neerslagstation (8-8)","51.563694","3.821444",".53","0","0"
"20130101_240000_000000","756_N","Middelburg","Neerslagstation (8-8)","51.481083","3.591417","-1","0","6"
"20130101_240000_000000","757_N","Tholen","Neerslagstation (8-8)","51.529278","4.218694","-1.36","0","0"
"20130101_240000_000000","758_N","Wolphaartsdijk","Neerslagstation (8-8)","51.529472","3.755778",".6","0","0"
"20130101_240000_000000","760_N","'S Heerenhoek","Neerslagstation (8-8)","51.471611","3.770389","1.2","0","0"
"20130101_240000_000000","761_N","Philippine","Neerslagstation (8-8)","51.2945","3.749861","1.95","0","0"
"20130101_240000_000000","762_N","Schoondijke","Neerslagstation (8-8)","51.359111","3.550917","1.89","0","0"
"20130101_240000_000000","763_N","Cadzand","Neerslagstation (8-8)","51.355917","3.413722","1.04","0","0"
"20130101_240000_000000","764_N","Kloosterzande","Neerslagstation (8-8)","51.382333","4.028417","1.28","0","0"
"20130101_240000_000000","767_N","Kapellebrug","Neerslagstation (8-8)","51.25425","4.042389","2.53","0","0"
"20130101_240000_000000","770_N","Westdorpe","Neerslagstation (8-8)","51.218389","3.862611","2","0","0"
"20130101_240000_000000","827_N","Tilburg","Neerslagstation (8-8)","51.562333","5.126389","11.1","0","0"
"20130101_240000_000000","828_N","Oudenbosch","Neerslagstation (8-8)","51.575222","4.526389","2.2","0","0"
"20130101_240000_000000","829_N","Zundert","Neerslagstation (8-8)","51.471389","4.674861","7.6","0","0"
"20130101_240000_000000","830_N","Herwijnen","Neerslagstation (8-8)","51.825389","5.136472","1.1","0","0"
"20130101_240000_000000","831_N","Esbeek","Neerslagstation (8-8)","51.456194","5.127528","22.53","0","1"
"20130101_240000_000000","832_N","Bergen op Zoom","Neerslagstation (8-8)","51.50675","4.250528","4.36","0","1"
"20130101_240000_000000","833_N","Oosterhout","Neerslagstation (8-8)","51.641389","4.872028","4.7","0","0"
"20130101_240000_000000","834_N","Chaam","Neerslagstation (8-8)","51.50725","4.871","11.8","0","0"
"20130101_240000_000000","835_N","Andel","Neerslagstation (8-8)","51.783006","5.055444","1.4","0","0"
"20130101_240000_000000","836_N","Gorinchem","Neerslagstation (8-8)","51.844194","4.984",".9","0","0"
"20130101_240000_000000","837_N","Steenbergen (NB)","Neerslagstation (8-8)","51.592694","4.354889","-.2","0","0"
"20130101_240000_000000","838_N","Ginneken","Neerslagstation (8-8)","51.550028","4.733667","5.8","0","0"
"20130101_240000_000000","839_N","Hoogerheide","Neerslagstation (8-8)","51.427639","4.289944","1.17","0","0"
"20130101_240000_000000","840_N","Nieuwendijk (NB)","Neerslagstation (8-8)","51.765706","4.919892","-.5","0","0"
"20130101_240000_000000","841_N","Klundert","Neerslagstation (8-8)","51.665","4.525333","1","0","1"
"20130101_240000_000000","843_N","Gilze-Rijen","Neerslagstation (8-8)","51.556528","4.925056","14.3","0","0"
"20130101_240000_000000","844_N","Capelle NB","Neerslag station (8-8)","51.677861","4.983194","1","0","6"
"20130101_240000_000000","883_N","Sevenum","Neerslagstation (8-8)","51.394056","6.006361","30","0","0"
"20130101_240000_000000","892_N","Giersbergen","Neerslagstation (8-8)","51.657361","5.149583","6.6","0","4"
"20130101_240000_000000","896_N","Helmond","Neerslagstation (8-8)","51.461694","5.597417","17.82","0","0"
"20130101_240000_000000","897_N","Venlo","Neerslagstation (8-8)","51.337806","6.184528","45.47","0","0"
"20130101_240000_000000","899_N","Gemert","Neerslagstation (8-8)","51.550361","5.681444","15","0","0"
"20130101_240000_000000","901_N","Nuland","Neerslagstation (8-8)","51.726167","5.433361","4.8","0","0"
"20130101_240000_000000","903_N","Megen","Neerslagstation (8-8)","51.823667","5.563083","5.9","0","0"
"20130101_240000_000000","904_N","Someren","Neerslagstation (8-8)","51.398222","5.691222","24.8","0","0"
"20130101_240000_000000","905_N","St Anthonis","Neerslagstation (8-8)","51.628472","5.918833","15.32","0","1"
"20130101_240000_000000","906_N","Oirschot","Neerslagstation (8-8)","51.516167","5.322333","13.7","0","0"
"20130101_240000_000000","907_N","Boxtel","Neerslagstation (8-8)","51.581167","5.333","7.9","0","1"
"20130101_240000_000000","908_N","Deurne","Neerslagstation (8-8)","51.443306","5.770306","23.85","0","0"
"20130101_240000_000000","909_N","Mill","Neerslagstation (8-8)","51.676972","5.794639","15.63","0","0"
"20130101_240000_000000","910_N","Ammerzoden","Neerslagstation (8-8)","51.746475","5.214456","3.2","0","0"
"20130101_240000_000000","911_N","Dinther","Neerslagstation (8-8)","51.636167","5.496722","7.5","0","0"
"20130101_240000_000000","912_N","Leende","Neerslagstation (8-8)","51.33","5.534222","25.5","0","0"
"20130101_240000_000000","913_N","IJsselsteyn (L)","Neerslagstation (8-8)","51.489944","5.889306","30.5","0","0"
"20130101_240000_000000","914_N","Oss","Neerslagstation (8-8)","51.763806","5.536778","4.1","0","1"
"20130101_240000_000000","915_N","Eersel","Neerslagstation (8-8)","51.36375","5.261333","29.2","0","0"
"20130101_240000_000000","917_N","Zaltbommel","Neerslagstation (8-8)","51.810219","5.240028","2.9","0","0"
"20130101_240000_000000","918_N","Maarheeze","Neerslagstation (8-8)","51.307944","5.605861","28","0","0"
"20130101_240000_000000","919_N","Eindhoven vliegbasis","Neerslagstation (8-8)","51.459306","5.342639","20.5","0","0"
"20130101_240000_000000","920_N","Volkel","Neerslagstation (8-8)","51.642333","5.697306","21.5","0","0"
"20130101_240000_000000","921_N","Venray","Neerslagstation (8-8)","51.514694","5.994194","22.72","0","0"
"20130101_240000_000000","922_N","Siebengewald","Neerslag station (8-8)","51.654694","6.090361","15.73","0","0"
"20130101_240000_000000","923_N","Arcen","Neerslagstation (8-8)","51.483944","6.191722","19.01","0","0"
"20130101_240000_000000","926_N","Waalre","Neerslagstation (8-8)","51.368083","5.437889","21.39","0","4"
"20130101_240000_000000","961_N","Roermond","Neerslagstation (8-8)","51.183417","5.963972","20.14","0","0"
"20130101_240000_000000","962_N","Ubachsberg","Neerslagstation (8-8)","50.852333","5.914194","171.9","0","0"
"20130101_240000_000000","963_N","Valkenburg (L)","Neerslagstation (8-8)","50.855722","5.840028","79","0","0"
"20130101_240000_000000","964_N","Weert","Neerslagstation (8-8)","51.277028","5.70825","31.81","0","0"
"20130101_240000_000000","965_N","Schaesberg","Neerslagstation (8-8)","50.891528","6.013944","147.84","0","0"
"20130101_240000_000000","966_N","Schinnen","Neerslagstation (8-8)","50.934972","5.869278","82.17","0","0"
"20130101_240000_000000","967_N","Heibloem","Neerslagstation (8-8)","51.29925","5.896028","30.43","0","0"
"20130101_240000_000000","968_N","Vaals","Neerslagstation (8-8)","50.776167","5.977611","199.03","0","0"
"20130101_240000_000000","969_N","Stein (L)","Neerslagstation (8-8)","50.958556","5.73625","38.5","0","0"
"20130101_240000_000000","970_N","Stramproy","Neerslagstation (8-8)","51.188083","5.717972","31.77","0","0"
"20130101_240000_000000","971_N","Noorbeek","Neerslagstation (8-8)","50.770222","5.80875","132.16","0","0"
"20130101_240000_000000","973_N","Beek","Neerslagstation (8-8)","50.926139","5.808778","113.9","0","0"
"20130101_240000_000000","974_N","Buchten","Neerslagstation (8-8)","51.043111","5.807583","33.58","0","0"
"20130101_240000_000000","977_N","Reuver","Neerslagstation (8-8)","51.277167","6.063861","25.5","0","0"
"20130101_240000_000000","979_N","Echt","Neerslagstation (8-8)","51.081556","5.908694","33.11","0","1"
"20130101_240000_000000","980_N","Epen (nieuw) (L)","Neerslagstation (8-8)","50.762806","5.905306","153.94","0","0"
"20130101_240000_000000","981_N","Oost Maarland","Neerslagstation (8-8)","50.797306","5.710139","49.93","0","1"
"20130101_240000_000000","982_N","Schinveld","Neerslagstation (8-8)","50.978361","5.978528","54.47","0","0"
